id,source,url,name,active_ingredient,drug_class,indication,dosage,adverse_effect,contraindication,description,scraped_at
c446735120c3,longchau,https://nhathuoclongchau.com.vn/thuoc/fugacar-500mg-3693.html,Thuốc Fugacar Janssen không vị điều trị nhiễm một hoặc nhiều loại giun đường ruột (1 viên),,"Trong những chỉ định điều trị, Mebendazole hoạt động tại chỗ trong đường ruột bằng việc cản trở sự hình thành vi ống tế bào ở ruột giun. Mebendazole gắn kết đặc hiệu với vi ống và gây ra các thay đổi thoái hóa siêu cấu trúc ở ruột giun. Do đó, dẫn đến rối loạn sự hấp thu glucose và chức năng tiêu hóa của giun gây ra quá trình tự phân giải.","Chỉ định Thuốc Fugacar 500mg không vị được chỉ định dùng trong điều trị các trường hợp nhiễm một hay nhiều loại giun đường ruột: Enterobius vermicularis ( giun kim ); Trichuris trichiura ( giun tóc ); Ascaris lumbricoides (giun đũa); Ancylostoma duodenale, Necator americanus ( giun móc ). Dược lực học Trong những chỉ định điều trị, Mebendazole hoạt động tại chỗ trong đường ruột bằng việc cản trở sự hình thành vi ống tế bào ở ruột giun. Mebendazole gắn kết đặc hiệu với vi ống và gây ra các thay đổi thoái hóa siêu cấu trúc ở ruột giun. Do đó, dẫn đến rối loạn sự hấp thu glucose và chức năng tiêu hóa của giun gây ra quá trình tự phân giải. Dược động học Hấp thu Sau khi dùng đường uống, dưới 10% liều dùng được hấp thu vào hệ tuần hoàn do sự hấp thu không hoàn toàn và do chuyển hóa lớn trước khi vào hệ tuần hoàn (tác động chuyển hóa bước đầu). Nồng độ tối đa trong huyết tương thường đạt được sau 2 đến 4 giờ dùng thuốc. Uống thuốc cùng với bữa ăn giàu chất béo dẫn đến tăng sinh khả dụng của Mebendazole, mặc dù ảnh hưởng tổng thể của thức ăn đến lượng thuốc còn lại trong ống tiêu hóa là không đáng kể. Phân bố Sự gắn kết với protein huyết tương của Mebendazole khoảng 90 đến 95%. Thể tích phân bố từ 1 đến 2L/kg cho thấy Mebendazole có thể xuyên qua tổ chức ngoài mạch. Điều này được chứng minh bằng những dữ liệu về nồng độ thuốc trong mô trên các bệnh nhân điều trị mạn tính với Mebendazole (ví dụ liều 40mg/kg/ngày trong 3 - 21 tháng). Chuyển hóa Mebendazole dùng đường uống được chuyển hóa chủ yếu bởi gan. Nồng độ trong huyết tương của những chất chuyển hóa chính (dạng amino và amino hydroxyl hóa của Mebendazole) cao hơn hẳn so với Mebendazole. Chức năng gan suy giảm, chuyển hóa kém hoặc suy giảm thải trừ qua đường mật có thể dẫn đến nồng độ Mebendazole trong huyết tương cao hơn. Thải trừ Mebendazole, các dạng liên kết của Mebendazole và những chất chuyển hóa của nó có thể trải qua nhiều vòng tái tuần hoàn gan ruột và được thải trừ qua nước tiểu và mật. Thời gian bán thải sau một liều uống là khoảng 3 đến 6 giờ ở hầu hết các bệnh nhân. Trạng thái dược động học ổn định Nồng độ của Mebendazole và các chất chuyển hóa chính trong huyết tương tăng lên khi sử dụng dài ngày (ví dụ 40mg/kg/ngày trong 3 - 21 tháng), dẫn đến nồng độ ở tình trạng ổn định cao gấp 3 lần so với sử dụng liều đơn. Dân số đặc biệt Trẻ em: Dựa trên một số lượng hạn chế các mẫu máu, kết quả dược động học sau khi dùng liều đơn viên nén nhai Mebendazole 500 mg cho bệnh nhân nhi (từ 1 đến 16 tuổi) nhiễm một hoặc nhiều loại giun tóc và/hoặc giun đũa cho thấy trẻ em từ 1 đến 3 tuổi có nồng độ toàn thân cao hơn người lớn.","Cách dùng Thuốc dùng đường uống. Không cần áp dụng các cách đặc biệt như ăn kiêng hay dùng thuốc nhuận tràng. Nhai hoàn toàn viên thuốc trước khi nuốt, không nuốt nguyên viên. Đối với bệnh nhân khó nhai, có thể đặt viên thuốc vào một chiếc thìa và thêm khoảng 2ml đến 3ml nước uống. Trong vòng 2 phút, viên thuốc sẽ hút nước và trở thành một khối mềm dạng bán rắn, lúc này có thể uống được. Liều dùng Uống 1 viên duy nhất. Dân số đặc biệt: Trẻ em: Dùng 1 liều duy nhất. Trẻ em < 2 tuổi: Do nguy cơ co giật, chống chỉ định dùng Fugacar cho trẻ em dưới 1 tuổi trong điều trị hàng loạt các trường hợp nhiễm một hay nhiều loại giun. Fugacar chưa được nghiên cứu rộng rãi trên trẻ em dưới 2 tuổi. Vì thế, chỉ sử dụng Fugacar cho trẻ từ 1 - 2 tuổi nếu lợi ích tiềm tàng lớn hơn nguy cơ tiềm tàng (xem Cảnh báo và thận trọng). Lưu ý: Liều dùng trên chỉ mang tính chất tham khảo. Liều dùng cụ thể tùy thuộc vào thể trạng và mức độ diễn tiến của bệnh. Để có liều dùng phù hợp, bạn cần tham khảo ý kiến bác sĩ hoặc chuyên viên y tế. Làm gì khi dùng quá liều? Ở những bệnh nhân sử dụng liều cao hơn liều khuyến cáo hoặc sử dụng trong thời gian kéo dài, những phản ứng bất lợi được báo cáo thường hiếm gặp, bao gồm: Rụng tóc , rối loạn chức năng gan có hồi phục, viêm gan, giảm bạch cầu hạt, giảm bạch cầu trung tính, và viêm thận - tiểu cầu. Ngoại trừ trường hợp giảm bạch cầu hạt và viêm thận - tiểu cầu, những phản ứng bất lợi này cũng được thông báo ở những bệnh nhân điều trị với Mebendazole ở liều chuẩn (xem Tác dụng không mong muốn - Dữ liệu sao khi lưu hành). Làm gì khi quên 1 liều? Thuốc chỉ dùng liều duy nhất, nên không có khả năng quên liều.",,,Viên nén xổ giun Fugacar không vị được chỉ định dùng trong điều trị các trường hợp nhiễm một hay nhiều loại giun đường ruột: Enterobius vermicularis (giun kim); Trichuris trichiura (giun tóc); Ascaris lumbricoides (giun đũa); Ancylostoma duodenale.,2026-05-22 21:00:24.946067
f242b03ebeb3,longchau,https://nhathuoclongchau.com.vn/thuoc/panactol-150mg-khapharco-48-goi-x-15g-37387.html,"Bột sủi Panactol 150mg Khapharco vị ngọt, không đắng, hạ sốt, giảm đau cho trẻ (48 gói x 1.5g)",,"Mã ATC: NO2BE01. Nhóm dược lý: Thuốc giảm đau và hạ sốt khác (anilid). Paracetamol (acetaminophen hay N-acetyl-p-aminophenol) là chất chuyển hóa có hoạt tính của phenacetin, là thuốc giảm đau - hạ sốt có thể thay thế cho aspirin; tuy vậy, khác với aspirin, paracetamol không có hiệu quả điều trị viêm. Với liều ngang nhau tỉnh theo gam, paracetamol có tác dụng giảm đau, hạ sốt tương tự aspirin. Paracetamol làm giảm thân nhiệt ở người bệnh sốt, nhưng hiếm khi làm giảm thân nhiệt ở người bình thường. Thuốc tác động lên vùng dưới đồi gây hạ nhiệt, tỏa nhiệt do tăng giãn mạch và tăng lưu lượng máu ngoại biên. Paracetamol thường được chọn làm thuốc giảm đau và hạ sốt, đặc biệt ở người cao tuổi, người có chống chỉ định dùng salicylat hoặc NSAID khác, như người bị hen, có tiền sử loét dạ dày tá tràng và trẻ em.","Chỉ định Panactol được chỉ định trong điều trị hạ sốt và giảm đau từ nhẹ đến vừa. Thuốc được dùng trong các trường hợp như đau đầu, đau răng, đau tai, đau họng, do mọc răng, cảm lạnh, cảm cúm, đau nhức và sốt sau khi tiêm chủng. Dược lực học Mã ATC: NO2BE01. Nhóm dược lý: Thuốc giảm đau và hạ sốt khác (anilid). Paracetamol (acetaminophen hay N-acetyl-p-aminophenol) là chất chuyển hóa có hoạt tính của phenacetin, là thuốc giảm đau - hạ sốt có thể thay thế cho aspirin; tuy vậy, khác với aspirin, paracetamol không có hiệu quả điều trị viêm. Với liều ngang nhau tỉnh theo gam, paracetamol có tác dụng giảm đau, hạ sốt tương tự aspirin. Paracetamol làm giảm thân nhiệt ở người bệnh sốt, nhưng hiếm khi làm giảm thân nhiệt ở người bình thường. Thuốc tác động lên vùng dưới đồi gây hạ nhiệt, tỏa nhiệt do tăng giãn mạch và tăng lưu lượng máu ngoại biên. Paracetamol thường được chọn làm thuốc giảm đau và hạ sốt, đặc biệt ở người cao tuổi, người có chống chỉ định dùng salicylat hoặc NSAID khác, như người bị hen, có tiền sử loét dạ dày tá tràng và trẻ em. Dược động học Hấp thu Paracetamol được hấp thụ nhanh và hầu như hoàn toàn qua đường tiêu hóa. Thức ăn giàu carbohydrat làm giảm tỷ lệ hấp thu của paracetamol. Nồng độ đỉnh trong huyết tương đạt trong vòng 30 - 60 phút sau khi uống với liều điều trị. Phân bố Paracetamol phân bố nhanh và đồng đều trong phần lớn các mô của cơ thể. Khoảng 25% paracetamol trong mẫu kết hợp với protein huyết tương. Chuyển hóa và thải trừ Thời gian bán thải của paracetamol là 1,25 - 3 giờ, có thể kéo dài với liều gây độc hoặc ở người bệnh có tổn thương gan. Sau liều điều trị, có thể tìm thấy 90 - 100% thuốc trong nước tiểu trong ngày thứ nhất chủ yếu sau khi liên hợp trong gan với acid glucuronic (khoảng 60%), acid sulfuric (khoảng 35%), hoặc cystein (khoảng 3%); cũng phát hiện thấy một lượng nhỏ những chất chuyển hóa hydroxyl hóa và khử acetyl. Trẻ nhỏ ít khả năng glucuro liên hợp với thuốc hơn so với người lớn. Paracetamol bị N-hydroxyl hóa bởi cytochrom P... để tạo thành N-acetyl-benzoquinonimin (NAPQ), một chất trung gian có tính phản ứng cao. Chất này bình thường phản ứng với các nhóm sulfhydryl trong glutathion và bị khử hoạt tính. Tuy nhiên, nếu uống liều cao paracetamol, chất chuyển hóa này được tạo thành với lượng đủ để làm cạn kiệt glutathion của gan; trong tình trạng đó, chất NAPQ không được liên hợp với glutathion gây độc cho tế bào gan, dẫn đến viêm và có thể hoại tử tế bào gan.","Cách dùng Thuốc Panactol dạng bột sủi bọt dùng đường uống. Hòa tan bột thuốc vào một lượng nước (hoặc sữa, nước ép trái cây) thích hợp, uống ngay sau khi tan hoàn toàn. Liều dùng Liều hàng ngày của paracetamol chỉ định khoảng 60 mg/kg/ngày, chia làm 4 hoặc 6 lần, tức khoảng 15 mg/kg mỗi 6 giờ hoặc 10 mg/kg mỗi 4 giờ. Cụ thể như sau: Trẻ từ 6 - 24 tháng (8 - 12kg): 150 mg (1 gói) mỗi 6 giờ. Tối đa 600 mg/ngày (4 gói). Trẻ từ 2 - 5 tuổi (13 - 15kg): 150 mg (1 gói) mỗi 4 giờ. Tối đa 900 mg/ngày (6 gói). Trẻ từ 4 - 9 tuổi (16 - 24kg): 300 mg (2 gói) mỗi 6 giờ. Tối đa 1200 mg/ngày (8 gói). Trẻ từ 8 - 11 tuổi (25 - 30 kg): 300 mg (2 gói) mỗi 4 giờ. Tối đa 1800 mg/ngày (12 gói). Liều khuyến cáo tối đa: Trẻ dưới 40 kg: Tổng liều không vượt quá 80 mg/kg/ngày. Trẻ từ 41 kg đến 50 kg: Tổng liều không vượt quá 3g/ngày. Người lớn và trẻ từ 50 kg trở lên: tổng liều không vượt quá 4g/ngày. Người bị suy thận: Nên giảm liều và tăng khoảng cách tối thiểu giữa 2 liều. Khoảng cách tối thiểu giữa 2 liều ở bệnh nhân Clcr < 10 ml/ phút là 8 giờ, bệnh nhân có Clcr 10 - 50 ml/phút là 6 giờ, bệnh nhân có Clcr ≥ 50 ml/phút là 4 giờ. Tổng liều tối đa ở bệnh nhân suy thận: 60 mg/kg/ngày. Các đối tượng đặc biệt như bệnh nhân suy gan nhẹ đến vừa, nghiện rượu mãn tính, hội chứng Gilbert, suy dinh dưỡng mãn tính, mất nước nên xem xét dùng liều tối thiểu có hiệu quả và không quá 60 mg/kg/ngày. Lưu ý: Không nên kéo dài việc tự sử dụng thuốc cho trẻ mà cần có ý kiến bác sĩ khi: Có triệu chứng mới xuất hiện. Sốt cao (39,5°C), sốt kéo dài trên 3 ngày, hoặc sốt tái phát. Đau nhiều và kéo dài quá 5 ngày. Không có yêu cầu đặc biệt về xử lý thuốc sau khi sử dụng. Lưu ý: Liều dùng trên chỉ mang tính chất tham khảo. Liều dùng cụ thể tùy thuộc vào thể trạng và mức độ diễn tiến của bệnh. Để có liều dùng phù hợp, bạn cần tham khảo ý kiến bác sĩ hoặc chuyên viên y tế. Làm gì khi dùng quá liều? Nhiễm độc paracetamol có thể do dùng một liều độc duy nhất, hoặc do uống lặp lại liều lớn paracetamol (ví dụ 7,5 - 10 g mỗi ngày, trong 1 - 2 ngày), hoặc do uống thuốc dài ngày. Nguy cơ ngộ độc nặng có thể cao hơn ở người cao tuổi, ở trẻ nhỏ, ở những bệnh nhân bị tổn thương gan, nghiện rượu mãn tính, suy dinh dưỡng mãn tính và ở những bệnh nhân bị cảm ứng enzyme. Trong những trường hợp này, nhiễm độc có thể gây tử vong. Các triệu chứng lâm sàng của tổn thương gan thường được thấy sau hai ngày, và rõ rệt sau 4 - 6 ngày. Triệu chứng Buồn nôn, nôn, chán ăn, nhợt nhạt, mệt mỏi, đổ mồ hôi, đau bụng thường xuất hiện trong 24 giờ đầu tiên. Quá liều, từ 10 g paracetamol một liều duy nhất ở người lớn và 150 mg/kg liều duy nhất ở trẻ em, có thể dẫn đến hoại tử tế bào gan. Suy tế bào gan, nhiễm toan chuyển hóa, bệnh não có thể dẫn đến hôn mê và tử vong. Đồng thời, tăng transaminase gan, lactate dehydrogenase, bilirubin và giảm nồng độ prothrombin có thể xuất hiện 12 đến 48 giờ sau khi uống. Triệu chứng lâm sàng của tổn thương gan thường thấy sau 1 đến 2 ngày, và cao điểm sau 3 đến 4 ngày. Suy thận cấp tỉnh cũng xảy ra ở một số người bệnh. Xử trí Chuyển ngay đến bệnh viện hoặc cơ sở y tế. Lấy mẫu máu xét nghiệm nồng độ paracetamol trong máu kể từ 4 giờ sau khi uống. Tuy vậy, không được trì hoãn điều trị trong khi chờ kết quả xét nghiệm nếu bệnh sử gợi ý là quá liều nặng. Khi nhiễm độc nặng, điều quan trọng là phải điều trị hỗ trợ tích cực. Cần rửa dạ dày trong mọi trường hợp, tốt nhất trong vòng 4 giờ sau khi uống. Liệu pháp giải độc chính là dùng những hợp chất sulfhydryl. N-acetylcystein có tác dụng khi uống hoặc tiêm tĩnh mạch. Phải cho thuốc ngay lập tức nếu chưa đến 36 giờ kể từ khi uống paracetamol. Điều trị với N - acetylcystein có hiệu quả hơn khi cho thuốc trong thời gian dưới 10 giờ sau khi uống paracetamol. Nếu không có N - acetylcystein, có thể dùng methionin. Ngoài ra có thể dùng than hoạt và/hoặc thuốc tẩy muối, chúng có khả năng làm giảm hấp thụ paracetamol. Trong trường hợp khẩn cấp, hãy gọi ngay cho Trung tâm cấp cứu 115 hoặc đến trạm Y tế địa phương gần nhất. Làm gì khi quên 1 liều? Bổ sung liều ngay khi nhớ ra. Tuy nhiên, nếu thời gian giãn cách với liều tiếp theo quá ngắn thì bỏ qua liều đã quên và tiếp tục lịch dùng thuốc. Không dùng liều gấp đôi để bù cho liều đã bị bỏ lỡ.",,,"Thuốc Panactol 150mg là sản phẩm của Khapharco có thành phần chính là Paracetamol được chỉ định trong điều trị hạ sốt và giảm đau từ nhẹ đến vừa. Thuốc được dùng trong các trường hợp như đau đầu, đau răng, đau tai, đau họng, do mọc răng, cảm lạnh, cảm cúm.",2026-05-22 21:00:24.960454
93b130707ceb,longchau,https://nhathuoclongchau.com.vn/thuoc/bk-1-stella-1x1-35002.html,Thuốc tránh thai khẩn cấp BK-1 Stellapharm trong vòng 72 giờ sau khi giao hợp (1 vỉ x 1 viên),,,"BK-1 chống chỉ định trong các trường hợp sau: Quá mẫn với levonorgestrel hoặc với bất kỳ thành phần nào của thuốc. Suy gan nặng. Chảy máu âm đạo bất thường không chẩn đoán được nguyên nhân. Viêm tắc tĩnh mạch hoặc bệnh huyết khối tắc mạch thể hoạt động. Bệnh gan cấp tính, u gan lành hoặc ác tính. Tiền sử ung thư vú . Vàng da hoặc ngứa dai dẳng trong lần có thai trước. Rối loạn chuyển hóa porphyrin cấp tính. Có tiền sử tăng áp lực nội sọ vô căn. Mang thai hoặc nghi ngờ mang thai.","Cách dùng BK-1 được dùng bằng đường uống. Liều dùng Không dùng BK-1 cho trẻ em dưới 16 tuổi. Liều khuyến cáo: Uống 1 viên càng sớm càng tốt, tốt nhất là trong vòng 12 giờ và không trễ hơn 72 giờ sau khi giao hợp không dùng biện pháp tránh thai. Nếu nôn trong vòng 3 giờ sau khi uống, cần uống bù viên khác ngay. Có thể dùng BK-1 vào bất kỳ thời gian nào của chu kỳ kinh nguyệt , trừ khi bị trễ kinh. Sau khi dùng thuốc tránh thai khẩn cấp , nên dùng các phương pháp tránh thai màng chắn (như bao cao su) cho đến chu kỳ kinh tiếp theo. Không chống chỉ định dùng BK-1 trong thời gian dùng các loại thuốc tránh thai thông thường khác có chứa hormon. Phụ nữ khi đã dùng thuốc cảm ứng enzyme trong vòng 4 tuần trước đó cần sử dụng biện pháp tránh thai khẩn cấp là biện pháp tránh thai không chứa hormone (ví dụ đặt vòng tránh thai trong tử cung). Đối với phụ nữ không thể hoặc không sẵn sàng đặt vòng tránh thai trong tử cung có thể uống liều gấp đôi levonorgestrel (nghĩa là 3000 microgam trong vòng 72 giờ sau khi giao hợp không an toàn). Làm gì khi dùng quá liều? Trong trường hợp khẩn cấp, hãy gọi ngay cho Trung tâm cấp cứu 115 hoặc đến trạm Y tế địa phương gần nhất. Làm gì khi quên 1 liều? Bổ sung liều ngay khi nhớ ra tốt nhất là trong vòng 12 giờ và không trễ hơn 72 giờ sau khi giao hợp không dùng biện pháp tránh thai. Không dùng liều gấp đôi để bù cho liều đã bị bỏ lỡ.",,,"BK-1 là thuốc tránh thai khẩn cấp, dùng trong vòng 72 giờ sau khi giao hợp không dùng biện pháp tránh thai hoặc biện pháp tránh thai đã dùng không đạt hiệu quả.",2026-05-22 21:00:24.969621
7b55347cf1fe,longchau,https://nhathuoclongchau.com.vn/thuoc/tolvagan-ef-500mg-truong-tho-5x4-sui-31045.html,"Viên sủi Tovalgan Ef Trường Thọ Pharma giảm đau, hạ sốt (5 vỉ x 4 viên)",,"Paracetamol (acetaminophen hay N - acetyl - p - aminophenol) là chất chuyển hóa có hoạt tính của phenacetin, là thuốc giảm đau - hạ sốt hữu hiệu có thể thay thế aspirin; tuy vậy, khác với aspirin, paracetamol không có hiệu quả điều trị viêm. Với liều ngang nhau tính theo gam, paracetamol có tác dụng giảm đau và hạ sốt tương tự như Aspirin. Paracetamol làm giảm thân nhiệt ở người bệnh sốt, nhưng hiếm khi làm giảm thân nhiệt ở người bình thường. Thuốc tác động lên vùng dưới đồi gây hạ nhiệt, tỏa nhiệt tăng do giãn mạch và tăng lưu lượng máu ngoại biên. Paracetamol, với liều điều trị, ít tác động đến hệ tim mạch và hô hấp, không làm thay đổi cân bằng acid - base, không gây kích ứng, loét hoặc chảy máu dạ dày như khi dùng salicylat, vì paracetamol không tác dụng trên cyclooxygenase toàn thân, chỉ tác động đến cyclooxygenase/prostaglandin của hệ thần kinh trung ương. Paracetamol không có tác dụng trên tiểu cầu hoặc thời gian chảy máu. Khi dùng quá liều paracetamol một chất chuyển hóa là N - acetyl – benzoquinonimin gây độc nặng cho gan. Liều bình thường, paracetamol dung nạp tốt, không có nhiều tác dụng phụ của aspirin.","Chỉ định Viên nén sủi bọt Tovalgan Ef chứa Paracetamol là một chất giảm đau và hạ sốt được dùng trong các trường hợp: Các cơn đau nhẹ đến trung bình bao gồm: Nhức đầu , đau nhức do cảm lạnh hay cảm cúm , đau họng, đau do hành kinh, đau nhức cơ xương, đau sau khi tiêm ngừa hay nhổ răng, đau răng, đau trong viêm xương khớp, nhức nửa đầu. Sốt. Dược lực học Paracetamol (acetaminophen hay N - acetyl - p - aminophenol) là chất chuyển hóa có hoạt tính của phenacetin, là thuốc giảm đau - hạ sốt hữu hiệu có thể thay thế aspirin; tuy vậy, khác với aspirin, paracetamol không có hiệu quả điều trị viêm. Với liều ngang nhau tính theo gam, paracetamol có tác dụng giảm đau và hạ sốt tương tự như Aspirin. Paracetamol làm giảm thân nhiệt ở người bệnh sốt, nhưng hiếm khi làm giảm thân nhiệt ở người bình thường. Thuốc tác động lên vùng dưới đồi gây hạ nhiệt, tỏa nhiệt tăng do giãn mạch và tăng lưu lượng máu ngoại biên. Paracetamol, với liều điều trị, ít tác động đến hệ tim mạch và hô hấp, không làm thay đổi cân bằng acid - base, không gây kích ứng, loét hoặc chảy máu dạ dày như khi dùng salicylat, vì paracetamol không tác dụng trên cyclooxygenase toàn thân, chỉ tác động đến cyclooxygenase/prostaglandin của hệ thần kinh trung ương. Paracetamol không có tác dụng trên tiểu cầu hoặc thời gian chảy máu. Khi dùng quá liều paracetamol một chất chuyển hóa là N - acetyl – benzoquinonimin gây độc nặng cho gan. Liều bình thường, paracetamol dung nạp tốt, không có nhiều tác dụng phụ của aspirin. Dược động học Hấp thu Paracetamol được hấp thu nhanh chóng và hầu như hoàn toàn qua đường tiêu hóa. Nồng độ đỉnh trong huyết tương đạt trong vòng 30 đến 60 phút sau khi uống với liều điều trị. Phân bố Paracetamol phân bố nhanh và đồng đều trong phần lớn các mô của cơ thể. Khoảng 25% paracetamol trong máu kết hợp với protein huyết tương. Thải trừ Nửa đời huyết tương của Paracetamol là 1,25 - 3 giờ, có thể kéo dài với liều gây độc hoặc ở người bệnh có thương tổn gan. Sau liều điều trị, có thể tìm thấy 90 đến 100% thuốc trong nước tiểu trong ngày thứ nhất, chủ yếu sau khi liên hợp trong gan với acid glucuronic (khoảng 60%), acid sulfuric (khoảng 35%) hoặc cystein (khoảng 3%); cũng phát hiện thấy một lượng nhỏ những chất chuyển hóa hydroxyl - hoá và khử acetyl. Trẻ nhỏ ít khả năng glucuro liên hợp với thuốc hơn so với người lớn. Paracetamol bị N - hydroxyl hóa bởi cytochrom P450 để tạo nên N - acetyl - benzoquinonimin, một chất trung gian có tính phản ứng cao. Chất chuyển hóa này bình thường phản ứng với các nhóm sulfhydryl trong glutathion và như vậy bị khử hoạt tính. Tuy nhiên, nếu uống liều cao paracetamol, chất chuyển hóa này được tạo thành với lượng đủ để làm cạn kiệt glutathion của gan; trong tình trạng đó, phản ứng của nó với nhóm sulfhydryl của protein gan tăng lên, có thể dẫn đến hoại tử gan.","Cách dùng Hòa tan 1 - 2 viên trong ít nhất nửa cốc nước. Liều dùng Mỗi lần dùng 1 - 2 viên cách nhau 4 giờ, dùng không quá 4g/ngày. Lưu ý: Liều dùng trên chỉ mang tính chất tham khảo. Liều dùng cụ thể tùy thuộc vào thể trạng và mức độ diễn tiến của bệnh. Để có liều dùng phù hợp, bạn cần tham khảo ý kiến bác sĩ hoặc chuyên viên y tế. Làm gì khi dùng quá liều? Biểu hiện: Nhiễm độc paracetamol có thể do dùng một liều độc duy nhất, hoặc do uống lặp lại liều lớn paracetamol (ví dụ: 7,5 - 10g mỗi ngày, trong 1 - 2 ngày), hoặc do uống thuốc dài ngày. Hoại tử gan phụ thuộc liều là tác dụng độc cấp tính nghiêm trọng nhất do quá liều và có thể gây tử vong. Buồn nôn, nôn, và đau bụng thường xảy ra trong vòng 2 - 3 giờ sau khi uống liều độc của thuốc. Methemoglobin - máu, dẫn đến chứng xanh tím da, niêm mạc và móng tay là một dấu hiệu đặc trưng nhiễm độc cấp tính dẫn chất p - aminophenol; một lượng nhỏ Sulfhemoglobin cũng có thể được sản sinh. Trẻ em có khuynh hướng tạo methemoglobin dễ hơn người lớn sau khi uống paracetamol. Khi bị ngộ độc nặng, ban đầu có thẻ có kích thích hệ thần kinh trung ương, kích động và mê sảng. Tiếp theo có thể là ức chế hệ thần kinh trung ương; sững sờ, hạ thân nhiệt; mệt lả; thở nhanh, nông; mạch nhanh, yếu, không đều; huyết áp thấp; và suy tuần hoàn. Trụy mạch do giảm oxy huyết tương đối và do tác dụng ức chế trung tâm, tác dụng này chỉ xảy ra với liều rất lớn. Sốc có thể xảy ra nếu giãn mạch nhiều. Cơn co giật nghẹt thở gây tử vong có thể xảy ra. Thường hôn mê xảy ra trước khi chết đột ngột hoặc sau vài ngày hôn mê. Dấu hiệu lâm sàng thương tổn gan trở nên rõ rệt trong vòng 2 đến 4 ngày sau khi uống liều độc. Aminotransferase huyết tương tăng (đôi khi tăng rất cao) và nồng độ bilirubin trong huyết tương cũng có thể tăng thêm nữa, khi thương tổn gan lan rộng, thời gian prothrombin kéo dài. Có thể 10% người bệnh bị ngộ độc không được điều trị đặc hiệu đã có thương tổn gan nghiêm trọng; trong số đó 10% đến 20% cuối cùng chết vì suy gan. Suy thận cấp cũng xảy ra ở một số người bệnh. Sinh thiết gan phát hiện hoại tử trung tâm tiểu thùy trừ vùng quanh tĩnh mạch cửa. Ở những trường hợp không tử vong, thương tổn gan phục hồi sau nhiều tuần hoặc nhiều tháng. Điều trị: Chẩn đoán sớm rất quan trọng trong điều trị quá liều paracetamol. Có những phương pháp xác định nhanh nồng độ thuốc trong huyết tương. Tuy vậy, không được trì hoãn điều trị trong khi chờ kết quả xét nghiệm nếu bệnh sử gợi ý là quá liều nặng. Khi nhiễm độc nặng, điều quan trọng là phải điều trị hỗ trợ tích cực. Cần rửa dạ dày trong mọi trường hợp, tốt nhất trong vòng 4 giờ sau khi uống. Liệu pháp giải độc chính là dùng những hợp chất sulfhydryl, có lẽ tác động một phần do bổ sung dự trữ glutathion ở gan. N-acetylcystein có tác dụng khi uống hoặc tiêm tĩnh mạch. Phải cho thuốc ngay lập tức nếu chưa đến 36 giờ kể từ khi uống paracetamol. Điều trị với N - acetylcystein có hiệu quả hơn khi cho thuốc trong thời gian dưới 10 giờ sau khi uống paracetamol. Khi cho uống, hòa loãng dung dịch N - acetylcystein với nước hoặc đồ uống không có rượu để đạt dung dịch 5% và phải uống trong vòng 1 giờ sau khi pha. Cho uống N - acetylcystein với liều đầu tiên là 140mg/kg, sau đó cho tiếp 17 liều nữa, mỗi liều 70mg/kg cách nhau 4 giờ một lần. Chấm dứt điều trị nếu xét nghiệm paracetamol trong huyết tương cho thấy nguy cơ độc hại gan thấp. Tác dụng không mong muốn của N - acetylcystein gồm ban da (gồm cả mày đay, không yêu cầu phải ngừng thuốc), buồn nôn, nôn, tiêu chảy, và phản ứng kiểu phản vệ. Nếu không có N - acetylcystein, có thể dùng methionin. Ngoài ra có thể dùng than hoạt và/hoặc thuốc tẩy muối, chúng có khả năng làm giảm hấp thụ paracetamol. Dùng Natri bicarbonat liều cao có thể gây ra các triệu chứng tại đường tiêu hóa như ợ hơi và buồn nôn. Hơn nữa Natri bicarbonat liều cao có thể gây kiềm hóa máu, cần phải theo dõi các chất điện giải đồng thời kiểm soát bệnh nhân một cách thích hợp. Trong trường hợp khẩn cấp, hãy gọi ngay cho Trung tâm cấp cứu 115 hoặc đến trạm Y tế địa phương gần nhất. Làm gì khi quên 1 liều? Nếu bạn quên một liều thuốc, hãy dùng càng sớm càng tốt. Tuy nhiên, nếu gần với liều kế tiếp, hãy bỏ qua liều đã quên và dùng liều kế tiếp vào thời điểm như kế hoạch. Lưu ý rằng không nên dùng gấp đôi liều đã quy định.",,,"Thuốc Tolvagan Ef 500mg (5 vỉ x 4 viên) của Công ty Cổ Phần Dược phẩm Trường Thọ, có thành phần chính là paracetamol, có tác dụng giảm đau, hạ sốt.",2026-05-22 21:00:24.978456
